,season_name,season,full_name,castaway,age,age_group,city,state,Lat,Lon,personality_type,personality_name,day,order,result,total_votes_received,immunity_idols_won
162,Survivor: Kaoh Rong,32,Elisabeth Markham,Liz,27,26-35,New York City,New York,40.7127281,-74.0060152,INTJ,Architect,8,3,3rd voted out,5,0
163,Survivor: Kaoh Rong,32,Caleb Reynolds,Caleb,27,26-35,Hopkinsville,Kentucky,36.8657651,-87.4889532,ESFP,Entertainer,9,4,Medically evacuated,0,0
164,Survivor: Kaoh Rong,32,Alecia Holden,Alecia,24,16-25,Dallas,Texas,32.7762719,-96.7968559,ESFP,Entertainer,11,5,4th voted out,8,0
165,Survivor: Kaoh Rong,32,Anna Khait,Anna,26,26-35,Brooklyn,New York,40.6501038,-73.9495823,ENFP,Campaigner,13,6,5th voted out,5,0
166,Survivor: Kaoh Rong,32,Peter Baggenstos,Peter,34,26-35,Minneapolis,Minnesota,44.9772995,-93.2654692,ENTJ,Commander,16,7,6th voted out,7,0
167,Survivor: Kaoh Rong,32,Neal Gottlieb,Neal,38,36-45,Sausalito,California,37.8590272,-122.485469,INTP,Logician,19,8,Medically evacuated,0,0
168,Survivor: Kaoh Rong,32,Nick Maiorano,Nick,30,26-35,Redondo Beach,California,33.8455911,-118.3886766,INTP,Logician,22,9,7th voted out,6,1
169,Survivor: Kaoh Rong,32,Debbie Wanner,Debbie,49,46-55,Reading,Pennsylvania,40.335345,-75.9279495,ENTP,Debater,24,10,8th voted out,5,0
170,Survivor: Kaoh Rong,32,Scot Pollard,Scot,40,36-45,Carmel,Indiana,39.9788017,-86.1189257,ESTJ,Executive,27,11,9th voted out,7,0
171,Survivor: Kaoh Rong,32,Julia Sokolowski,Julia,19,16-25,Boston,Massachusetts,42.3602534,-71.0582912,ENFP,Campaigner,29,12,10th voted out,7,2
172,Survivor: Kaoh Rong,32,Kyle Jason,Jason,31,26-35,Detroit,Michigan,42.3315509,-83.0466403,ESTJ,Executive,32,13,11th voted out,5,1
173,Survivor: Kaoh Rong,32,Joseph Del Campo,Joe,71,66 and older,Vero Beach,Florida,27.6387163,-80.3975399,ISTJ,Logistician,34,14,Medically evacuated,1,0
174,Survivor: Kaoh Rong,32,Cydney Gillon,Cydney,22,16-25,Douglasville,Georgia,33.7514966,-84.7477136,ISTP,Virtuoso,37,15,12th voted out,5,1
175,Survivor: Kaoh Rong,32,Tai Trang,Tai,51,46-55,San Francisco,California,37.7790262,-122.419906,INFP,Mediator,39,16,2nd runner-up,4,1
176,Survivor: Kaoh Rong,32,Aubry Bracco,Aubry,29,26-35,Cambridge,Massachusetts,42.3750997,-71.1056157,INFJ,Advocate,39,17,Runner-up,8,0
177,Survivor: Kaoh Rong,32,Michele Fitzgerald,Michele,24,16-25,Freehold,New Jersey,40.2601096,-74.2737573,ESFP,Entertainer,39,18,Sole Survivor,1,2
178,Survivor: Cambodia,31,Vytas Baskauskas,Vytas,35,26-35,Santa Monica,California,34.0194704,-118.4912273,INFJ,Advocate,3,1,1st voted out,6,0
179,Survivor: Cambodia,31,Shirin Oskooi,Shirin,32,26-35,San Francisco,California,37.7790262,-122.419906,ENFP,Campaigner,6,2,2nd voted out,5,0
180,Survivor: Cambodia,31,Peih-Gee Law,Peih-Gee,37,36-45,San Francisco,California,37.7790262,-122.419906,ENTP,Debater,9,3,3rd voted out,4,0
181,Survivor: Cambodia,31,Jeff Varner,Jeff,49,46-55,Greensboro,North Carolina,36.0726355,-79.7919754,ENFP,Campaigner,11,4,4th voted out,4,0
182,Survivor: Cambodia,31,Monica Padilla,Monica,30,26-35,Queens,New York,40.7498243,-73.7976337,ENFP,Campaigner,13,5,5th voted out,3,0
183,Survivor: Cambodia,31,Terry Deitz,Terry,55,46-55,Simsbury,Connecticut,41.8759152,-72.8012211,ESTJ,Executive,13,6,WithdrewFamily,0,0
184,Survivor: Cambodia,31,Yung Hwang,Woo,31,26-35,Newport Beach,California,33.6170092,-117.9294401,ISFP,Adventurer,16,7,6th voted out,5,0
185,Survivor: Cambodia,31,Kassandra McQuillen,Kass,43,36-45,Tehachapi,California,35.1321878,-118.4489739,INTJ,Architect,19,8,7th voted out,6,0
186,Survivor: Cambodia,31,Andrew Savage,Andrew,51,46-55,San Jose,California,37.3361905,-121.890583,ESTJ,Executive,21,9,8th voted out,4,0
187,Survivor: Cambodia,31,Kelly Wiglesworth,Kelly,37,36-45,Greensboro,North Carolina,36.0726355,-79.7919754,ISFP,Adventurer,24,10,9th voted out,8,0
188,Survivor: Cambodia,31,Ciera Eastin,Ciera,26,26-35,Salem,Oregon,44.9391565,-123.033121,INFP,Mediator,26,11,10th voted out,10,0
189,Survivor: Cambodia,31,Stephen Fishbach,Stephen,36,36-45,New York City,New York,40.7127281,-74.0060152,INTP,Logician,29,12,11th voted out,9,0
190,Survivor: Cambodia,31,Joe Anglim,Joe,26,26-35,Scottsdale,Arizona,33.4942189,-111.9260184,ISFP,Adventurer,32,13,12th voted out,8,4
191,Survivor: Cambodia,31,Abi-Maria Gomes,Abi-Maria,35,26-35,Los Angeles,California,34.0536909,-118.242766,ESFP,Entertainer,35,14,13th voted out,14,0
192,Survivor: Cambodia,31,Kimmi Kappenberg,Kimmi,42,36-45,The Woodlands,Texas,30.1734194,-95.504686,ENFP,Campaigner,36,15,14th voted out,5,0
193,Survivor: Cambodia,31,Keith Nale,Keith,54,46-55,Keithville,Louisiana,32.3332128,-93.8362925,ISTP,Virtuoso,37,16,15th voted out,4,1
194,Survivor: Cambodia,31,Kelley Wentworth,Kelley,29,26-35,Seattle,Washington,47.6038321,-122.3300624,ENTP,Debater,38,17,16th voted out,17,2
195,Survivor: Cambodia,31,Spencer Bledsoe,Spencer,22,16-25,Chicago,Illinois,41.8755616,-87.6244212,INTJ,Architect,39,18,Co-runner-up,11,3
196,Survivor: Cambodia,31,Latasha Fox,Tasha,38,36-45,St. Louis,Missouri,38.6264256,-90.1995853,ENFJ,Protagonist,39,19,Co-runner-up,8,0
197,Survivor: Cambodia,31,Jeremy Collins,Jeremy,37,36-45,Foxboro,Massachusetts,42.0584323,-71.2494975,ESTJ,Executive,39,20,Sole Survivor,3,1
198,Survivor: Worlds Apart,30,So Kim,So,31,26-35,Long Beach,California,33.7690164,-118.191604,INTJ,Architect,3,1,1st voted out,4,0
199,Survivor: Worlds Apart,30,Vince Sly,Vince,32,26-35,Santa Monica,California,34.0194704,-118.4912273,INFP,Mediator,6,2,2nd voted out,3,0
200,Survivor: Worlds Apart,30,Nina Poersch,Nina,51,46-55,Palmdale,California,34.5793131,-118.1171108,ISFJ,Defender,8,3,3rd voted out,4,0
201,Survivor: Worlds Apart,30,Lindsey Cascaddan,Lindsey,24,16-25,College Park,Florida,30.3449613,-81.6778745,ENFP,Campaigner,11,4,4th voted out,5,0
202,Survivor: Worlds Apart,30,Max Dawson,Max,37,36-45,Topanga,California,34.0908579,-118.5972512,ENTP,Debater,14,5,5th voted out,5,0
203,Survivor: Worlds Apart,30,Joaquin Souberbielle,Joaquin,27,26-35,Valley Stream,New York,40.6631362,-73.7056955,ISTP,Virtuoso,16,6,6th voted out,4,0
204,Survivor: Worlds Apart,30,Kelly Remington,Kelly,44,36-45,Grand Island,New York,43.012397449999995,-78.96981509103574,ISTJ,Logistician,19,7,7th voted out,4,0
205,Survivor: Worlds Apart,30,Hali Ford,Hali,25,16-25,San Francisco,California,37.7790262,-122.419906,INFP,Mediator,22,8,8th voted out,8,0
206,Survivor: Worlds Apart,30,Joe Anglim,Joe,25,16-25,Scottsdale,Arizona,33.4942189,-111.9260184,ISFP,Adventurer,24,9,9th voted out,8,2
207,Survivor: Worlds Apart,30,Jenn Brown,Jenn,22,16-25,Long Beach,California,33.7690164,-118.191604,ESTP,Entrepreneur,27,10,10th voted out,18,0
208,Survivor: Worlds Apart,30,Shirin Oskooi,Shirin,31,26-35,San Francisco,California,37.7790262,-122.419906,ENFP,Campaigner,29,11,11th voted out,7,0
209,Survivor: Worlds Apart,30,Tyler Fredrickson,Tyler,33,26-35,Los Angeles,California,34.0536909,-118.242766,ENFP,Campaigner,32,12,12th voted out,5,1
210,Survivor: Worlds Apart,30,Dan Foley,Dan,47,46-55,Gorham,Maine,43.679697,-70.4429632,ESTJ,Executive,35,13,13th voted out,9,0
211,Survivor: Worlds Apart,30,Sierra Dawn Thomas,Sierra,27,26-35,Roy,Utah,41.1617999,-112.0261903,ISFJ,Defender,37,14,14th voted out,6,0
212,Survivor: Worlds Apart,30,Rodney Lavoie Jr.,Rodney,24,16-25,Boston,Massachusetts,42.3602534,-71.0582912,ESTJ,Executive,38,15,15th voted out,5,0
213,Survivor: Worlds Apart,30,Will Sims II,Will,41,36-45,Sherman Oaks,California,34.1508718,-118.4489865,ISFP,Adventurer,39,16,Co-runner-up,4,0
214,Survivor: Worlds Apart,30,Carolyn Rivera,Carolyn,52,46-55,Tampa,Florida,27.9477595,-82.458444,ENTP,Debater,39,17,Co-runner-up,9,2
215,Survivor: Worlds Apart,30,Mike Holloway,Mike,38,36-45,North Richland Hills,Texas,32.8342952,-97.2289029,ESTP,Entrepreneur,39,18,Sole Survivor,4,5
216,Survivor: San Juan del Sur,29,Nadiya Anderson,Nadiya,28,26-35,Edgewater,New Jersey,40.8270448,-73.975694,ESFP,Entertainer,3,1,1st voted out,5,0
217,Survivor: San Juan del Sur,29,Val Collins,Val,35,26-35,Foxboro,Massachusetts,42.0584323,-71.2494975,INTJ,Architect,6,2,2nd voted out,9,0
218,Survivor: San Juan del Sur,29,John Rocker,John,39,36-45,Atlanta,Georgia,33.7489924,-84.3902644,ESTP,Entrepreneur,8,3,3rd voted out,5,0
219,Survivor: San Juan del Sur,29,Drew Christy,Drew,25,16-25,Winter Park,Florida,28.5977707,-81.3510264,ESTP,Entrepreneur,10,4,4th voted out,5,0
220,Survivor: San Juan del Sur,29,Kelley Wentworth,Kelley,28,26-35,Seattle,Washington,47.6038321,-122.3300624,ENTP,Debater,13,5,5th voted out,4,0
221,Survivor: San Juan del Sur,29,Dale Wentworth,Dale,55,46-55,Ephrata,Washington,47.3176385,-119.553649,ISTJ,Logistician,15,6,6th voted out,8,0
222,Survivor: San Juan del Sur,29,Julie McGee,Julie,34,26-35,Atlanta,Georgia,33.7489924,-84.3902644,ISFP,Adventurer,18,7,Quit,2,0
223,Survivor: San Juan del Sur,29,Josh Canfield,Josh,32,26-35,New York City,New York,40.7127281,-74.0060152,INFJ,Advocate,21,8,7th voted out,6,0
224,Survivor: San Juan del Sur,29,Jeremy Collins,Jeremy,36,36-45,Foxboro,Massachusetts,42.0584323,-71.2494975,ESTJ,Executive,24,9,8th voted out,5,1
225,Survivor: San Juan del Sur,29,Wes Nale,Wes,23,16-25,Shreveport,Louisiana,32.5221828,-93.7651944,ISTP,Virtuoso,26,10,9th voted out,2,0
226,Survivor: San Juan del Sur,29,Reed Kelly,Reed,31,26-35,New York City,New York,40.7127281,-74.0060152,ENTJ,Commander,29,11,10th voted out,10,1
227,Survivor: San Juan del Sur,29,Alec Christy,Alec,22,16-25,Winter Park,Florida,28.5977707,-81.3510264,ISFP,Adventurer,32,12,11th voted out,4,0
228,Survivor: San Juan del Sur,29,Jon Misch,Jon,26,26-35,Waterford,Michigan,42.7022527,-83.402718,ESFP,Entertainer,35,13,12th voted out,8,1
229,Survivor: San Juan del Sur,29,Baylor Wilson,Baylor,20,16-25,Nashville,Tennessee,36.2206081,-86.69563733154433,ESFP,Entertainer,37,14,13th voted out,17,1
230,Survivor: San Juan del Sur,29,Keith Nale,Keith,53,46-55,Shreveport,Louisiana,32.5221828,-93.7651944,ISTP,Virtuoso,38,15,14th voted out,16,3
231,Survivor: San Juan del Sur,29,Missy Payne,Missy,47,46-55,Dallas,Texas,32.7762719,-96.7968559,ESFJ,Consul,39,16,2nd runner-up,3,0
232,Survivor: San Juan del Sur,29,Jaclyn Schultz,Jaclyn,25,16-25,Las Vegas,Nevada,36.1672559,-115.148516,ESFP,Entertainer,39,17,Runner-up,6,1
233,Survivor: San Juan del Sur,29,Natalie Anderson,Natalie,28,26-35,Edgewater,New Jersey,40.8270448,-73.975694,ESTP,Entrepreneur,39,18,Sole Survivor,0,1
234,Survivor: Cagayan,28,David Samson,David,45,36-45,Plantation,Florida,26.1275862,-80.2331036,ENTJ,Commander,3,1,1st voted out,4,0
235,Survivor: Cagayan,28,Garrett Adelstein,Garrett,27,26-35,Santa Monica,California,34.0194704,-118.4912273,INTP,Logician,6,2,2nd voted out,3,0
236,Survivor: Cagayan,28,Brice Johnston,Brice,27,26-35,Philadelphia,Pennsylvania,39.9527237,-75.1635262,ENFP,Campaigner,8,3,3rd voted out,5,0
237,Survivor: Cagayan,28,J'Tia Taylor,J'Tia,31,26-35,Chicago,Illinois,41.8755616,-87.6244212,ENTJ,Commander,11,4,4th voted out,7,0
238,Survivor: Cagayan,28,Cliff Robinson,Cliff,46,46-55,Buffalo,New York,42.8867166,-78.8783922,ISTP,Virtuoso,14,5,5th voted out,4,0
239,Survivor: Cagayan,28,Lindsey Ogle,Lindsey,29,26-35,Kokomo,Indiana,40.4864444,-86.1336351,ESFP,Entertainer,14,6,Quit,0,0
240,Survivor: Cagayan,28,Alexis Maxwell,Alexis,21,16-25,Addison,Illinois,41.931696,-87.9889556,ENFP,Campaigner,16,7,6th voted out,8,0
241,Survivor: Cagayan,28,Sarah Lacina,Sarah,29,26-35,Cedar Rapids,Iowa,41.9758872,-91.6704053,ENTJ,Commander,19,8,7th voted out,6,0
242,Survivor: Cagayan,28,Morgan McLeod,Morgan,21,16-25,San Jose,California,37.3361905,-121.890583,ISFP,Adventurer,22,9,8th voted out,8,0
243,Survivor: Cagayan,28,LJ McKanas,LJ,34,26-35,Boston,Massachusetts,42.3602534,-71.0582912,ISTP,Virtuoso,25,10,9th voted out,8,0
244,Survivor: Cagayan,28,Jeremiah Wood,Jeremiah,34,26-35,Dobson,North Carolina,36.3956891,-80.722567,ISFP,Adventurer,28,11,10th voted out,9,0
245,Survivor: Cagayan,28,Jefra Bland,Jefra,22,16-25,Campbellsville,Kentucky,37.3433974,-85.3419069,ISFJ,Defender,30,12,11th voted out,9,0
246,Survivor: Cagayan,28,Latasha Fox,Tasha,37,36-45,St. Louis,Missouri,38.6264256,-90.1995853,ENFJ,Protagonist,33,13,12th voted out,4,3
247,Survivor: Cagayan,28,Trish Hegarty,Trish,48,46-55,Needham,Massachusetts,42.2806488,-71.2364844,ENFJ,Protagonist,36,14,13th voted out,5,0
248,Survivor: Cagayan,28,Spencer Bledsoe,Spencer,21,16-25,Chicago,Illinois,41.8755616,-87.6244212,INTJ,Architect,37,15,14th voted out,8,3
249,Survivor: Cagayan,28,Kassandra McQuillen,Kass,41,36-45,Tehachapi,California,35.1321878,-118.4489739,INTJ,Architect,38,16,15th voted out,2,1
250,Survivor: Cagayan,28,Yung Hwang,Woo,29,26-35,Newport Beach,California,33.6170092,-117.9294401,ISFP,Adventurer,39,17,Runner-up,4,1
251,Survivor: Cagayan,28,Tony Vlachos,Tony,39,36-45,Jersey City,New Jersey,40.7215682,-74.047455,ESTP,Entrepreneur,39,18,Sole Survivor,5,0
252,Survivor: Blood vs. Water,27,Laura Boneham,Laura B.,44,36-45,Indianapolis,Indiana,39.7683331,-86.1583502,,0,1,1,1st voted out,10,0
253,Survivor: Blood vs. Water,27,Candice Cody,Candice,30,26-35,Washington,D.C.,38.8949924,-77.0365581,ISTJ,Logistician,1,2,2nd voted out,5,0
254,Survivor: Blood vs. Water,27,Rupert Boneham,Rupert,49,46-55,Indianapolis,Indiana,39.7683331,-86.1583502,ESFJ,Consul,1,3,Switched,0,0
255,Survivor: Blood vs. Water,27,Marissa Peterson,Marissa,21,16-25,Chapel Hill,North Carolina,35.9131542,-79.05578,ESTJ,Executive,3,4,3rd voted out,10,0
256,Survivor: Blood vs. Water,27,Rachel Foulger,Rachel,33,26-35,Provo,Utah,40.2338438,-111.6585337,ISFJ,Defender,6,5,4th voted out,5,0
257,Survivor: Blood vs. Water,27,Colton Cumbie,Colton,22,16-25,Collinsville,Alabama,34.269124,-85.86073649539672,ESFP,Entertainer,7,6,Quit,0,0
258,Survivor: Blood vs. Water,27,John Cody,John,30,26-35,Washington,D.C.,38.8949924,-77.0365581,ISFJ,Defender,8,7,5th voted out,8,0
259,Survivor: Blood vs. Water,27,Brad Culpepper,Brad,44,36-45,Tampa,Florida,27.9477595,-82.458444,ESTJ,Executive,10,8,6th voted out,7,0
260,Survivor: Blood vs. Water,27,Laura Morett,Laura M.,43,36-45,Salem,Oregon,44.9391565,-123.033121,ENFJ,Protagonist,13,9,7th voted out,19,0
261,Survivor: Blood vs. Water,27,Kat Edorsson,Kat,23,16-25,Orlando,Florida,28.5421109,-81.3790304,ENFP,Campaigner,16,10,8th voted out,5,0
262,Survivor: Blood vs. Water,27,Laura Boneham,Laura B.,44,36-45,Indianapolis,Indiana,39.7683331,-86.1583502,,0,18,11,9th voted out,10,0
263,Survivor: Blood vs. Water,27,Aras Baskauskas,Aras,31,26-35,Santa Monica,California,34.0194704,-118.4912273,INFP,Mediator,21,12,10th voted out,7,0
264,Survivor: Blood vs. Water,27,Vytas Baskauskas,Vytas,33,26-35,Santa Monica,California,34.0194704,-118.4912273,INFJ,Advocate,22,13,11th voted out,10,1
265,Survivor: Blood vs. Water,27,Tina Wesson,Tina,52,46-55,Robbinsville,North Carolina,35.3227597,-83.8069988,ESFJ,Consul,24,14,12th voted out,10,0
266,Survivor: Blood vs. Water,27,Laura Morett,Laura M.,43,36-45,Salem,Oregon,44.9391565,-123.033121,ENFJ,Protagonist,26,15,13th voted out,19,0
267,Survivor: Blood vs. Water,27,Caleb Bankston,Caleb,26,26-35,Collinsville,Alabama,34.269124,-85.86073649539672,ISTP,Virtuoso,29,16,14th voted out,4,0
268,Survivor: Blood vs. Water,27,Katie Collins,Katie,25,16-25,New York City,New York,40.7127281,-74.0060152,INTP,Logician,32,17,Eliminated,4,1
269,Survivor: Blood vs. Water,27,Hayden Moss,Hayden,27,26-35,Springtown,Texas,32.97067175,-97.68392100646909,ESFP,Entertainer,35,18,15th voted out,8,0
270,Survivor: Blood vs. Water,27,Ciera Eastin,Ciera,24,16-25,Salem,Oregon,44.9391565,-123.033121,INFP,Mediator,37,19,16th voted out,14,1
271,Survivor: Blood vs. Water,27,Tina Wesson,Tina,52,46-55,Robbinsville,North Carolina,35.3227597,-83.8069988,ESFJ,Consul,38,20,17th voted out,10,0
272,Survivor: Blood vs. Water,27,Gervase Peterson,Gervase,43,36-45,Philadelphia,Pennsylvania,39.9527237,-75.1635262,ESTP,Entrepreneur,39,21,2nd runner-up,6,1
273,Survivor: Blood vs. Water,27,Monica Culpepper,Monica,42,36-45,Tampa,Florida,27.9477595,-82.458444,ESFJ,Consul,39,22,Runner-up,6,3
274,Survivor: Blood vs. Water,27,Tyson Apostol,Tyson,34,26-35,Provo,Utah,40.2338438,-111.6585337,ESTP,Entrepreneur,39,23,Sole Survivor,2,2
275,Survivor: Caramoan,26,Francesca Hogi,Francesca,38,36-45,Brooklyn,New York,40.6501038,-73.9495823,INFJ,Advocate,3,1,1st voted out,6,0
276,Survivor: Caramoan,26,Alexandra Pohevitz,Allie,25,16-25,Oceanside,New York,40.633591499999994,-73.63765271803683,ESTP,Entrepreneur,5,2,2nd voted out,6,0
277,Survivor: Caramoan,26,Hope Driskill,Hope,23,16-25,Jefferson City,Missouri,38.577359,-92.1724265,ISFP,Adventurer,7,3,3rd voted out,8,0
278,Survivor: Caramoan,26,Shamar Thomas,Shamar,27,26-35,Brooklyn,New York,40.6501038,-73.9495823,INFP,Mediator,10,4,Medically evacuated,8,0
279,Survivor: Caramoan,26,Laura Alexander,Laura,23,16-25,Washington,D.C.,38.8949924,-77.0365581,ENTP,Debater,10,5,4th voted out,6,0
280,Survivor: Caramoan,26,Brandon Hantz,Brandon,20,16-25,Katy,Texas,29.7857853,-95.8243956,ESFP,Entertainer,13,6,5th voted out,8,0
281,Survivor: Caramoan,26,Matt Bischoff,Matt,38,36-45,Cincinnati,Ohio,39.1014537,-84.5124602,INFP,Mediator,16,7,6th voted out,4,0
282,Survivor: Caramoan,26,Julia Landauer,Julia,21,16-25,Stanford,California,37.426540700000004,-122.17029258409187,ISTJ,Logistician,19,8,7th voted out,9,0
283,Survivor: Caramoan,26,Corinne Kaplan,Corinne,33,26-35,Los Angeles,California,34.0536909,-118.242766,ENTJ,Commander,22,9,8th voted out,7,0
284,Survivor: Caramoan,26,Michael Snow,Michael,44,36-45,New York City,New York,40.7127281,-74.0060152,INFJ,Advocate,25,10,9th voted out,10,0
285,Survivor: Caramoan,26,Phillip Sheppard,Phillip,54,46-55,Santa Monica,California,34.0194704,-118.4912273,ESTJ,Executive,28,11,10th voted out,5,0
286,Survivor: Caramoan,26,Malcolm Freberg,Malcolm,25,16-25,Hermosa Beach,California,33.86428,-118.39591,ENTP,Debater,30,12,11th voted out,11,0
287,Survivor: Caramoan,26,Reynold Toepfer,Reynold,30,26-35,San Francisco,California,37.7790262,-122.419906,ESTP,Entrepreneur,31,13,12th voted out,9,1
288,Survivor: Caramoan,26,Andrea Boehlke,Andrea,23,16-25,New York City,New York,40.7127281,-74.0060152,ENFP,Campaigner,33,14,13th voted out,13,1
289,Survivor: Caramoan,26,Brenda Lowe,Brenda,29,26-35,Miami,Florida,25.7741728,-80.19362,INTJ,Architect,36,15,14th voted out,5,1
290,Survivor: Caramoan,26,Erik Reichenbach,Erik,27,26-35,Santa Clarita,California,34.3916641,-118.542586,INTP,Logician,36,16,Medically evacuated,2,1
291,Survivor: Caramoan,26,Edward Fox,Eddie,23,16-25,East Brunswick,New Jersey,40.4692662,-74.385166,ESFP,Entertainer,38,17,15th voted out,16,0
292,Survivor: Caramoan,26,Sherri Biethman,Sherri,41,36-45,Boise,Idaho,43.6166163,-116.200886,ESFJ,Consul,39,18,Co-runner-up,6,0
293,Survivor: Caramoan,26,Dawn Meehan,Dawn,42,36-45,South Jordan,Utah,40.5621704,-111.929658,ESFJ,Consul,39,19,Co-runner-up,2,1
294,Survivor: Caramoan,26,John Cochran,Cochran,25,16-25,Washington,D.C.,38.8949924,-77.0365581,INTP,Logician,39,20,Sole Survivor,0,4
295,Survivor: Philippines,25,Zane Knight,Zane,28,26-35,Danville,Virginia,36.5859718,-79.3950228,ENTP,Debater,3,1,1st voted out,5,0
296,Survivor: Philippines,25,Roxanne Morris,Roxy,28,26-35,Brooklyn,New York,40.6501038,-73.9495823,ESFP,Entertainer,6,2,2nd voted out,4,0
297,Survivor: Philippines,25,Angie Layton,Angie,20,16-25,Provo,Utah,40.2338438,-111.6585337,INFP,Mediator,8,3,3rd voted out,4,0
298,Survivor: Philippines,25,Russell Swan,Russell,45,36-45,Glenside,Pennsylvania,40.1023326,-75.1521195,ESFJ,Consul,10,4,4th voted out,4,0
299,Survivor: Philippines,25,Dana Lambert,Dana,32,26-35,Winston-Salem,North Carolina,36.0998131,-80.2440518,ISTP,Virtuoso,12,5,Quit,0,0
300,Survivor: Philippines,25,Sarah Dawson,Dawson,28,26-35,Silver Spring,Maryland,39.008641100000006,-77.02063116905664,ENFP,Campaigner,13,6,5th voted out,5,0
301,Survivor: Philippines,25,Katie Hanson,Katie,22,16-25,Newark,Delaware,39.6852191,-75.7508289,ENTP,Debater,16,7,6th voted out,4,0
302,Survivor: Philippines,25,Roberta Saint-Amour,RC,27,26-35,New York City,New York,40.7127281,-74.0060152,ENTJ,Commander,19,8,7th voted out,4,0
303,Survivor: Philippines,25,Jeff Kent,Jeff,44,36-45,Austin,Texas,30.2711286,-97.7436995,ISTP,Virtuoso,22,9,8th voted out,5,0
304,Survivor: Philippines,25,Artis Silvester,Artis,53,46-55,Terrytown,Louisiana,29.910205,-90.0325709,ISTJ,Logistician,25,10,9th voted out,5,0
305,Survivor: Philippines,25,Peter Yurkowski,Pete,24,16-25,Holmdel,New Jersey,40.3451095,-74.1840322,INTP,Logician,27,11,10th voted out,9,0
306,Survivor: Philippines,25,Jonathan Penner,Jonathan,50,46-55,Los Angeles,California,34.0536909,-118.242766,ENTP,Debater,30,12,11th voted out,14,1
307,Survivor: Philippines,25,Carter Williams,Carter,23,16-25,Shawnee,Kansas,39.0273676,-95.7627535,ISFP,Adventurer,33,13,12th voted out,5,2
308,Survivor: Philippines,25,Abi-Maria Gomes,Abi-Maria,32,26-35,Los Angeles,California,34.0536909,-118.242766,ESFP,Entertainer,36,14,13th voted out,9,0
309,Survivor: Philippines,25,Malcolm Freberg,Malcolm,25,16-25,Hermosa Beach,California,33.86428,-118.39591,ENTP,Debater,38,15,14th voted out,6,2
310,Survivor: Philippines,25,Lisa Whelchel,Lisa,49,46-55,Dallas,Texas,32.7762719,-96.7968559,INFP,Mediator,39,16,Co-runner-up,0,0
311,Survivor: Philippines,25,Michael Skupin,Michael,50,46-55,White Lake,Michigan,42.6916964,-83.5541098,ESFJ,Consul,39,17,Co-runner-up,0,2
312,Survivor: Philippines,25,Denise Stapley,Denise,41,36-45,Cedar Rapids,Iowa,41.9758872,-91.6704053,INFJ,Advocate,39,18,Sole Survivor,6,1
313,Survivor: One World,24,Kourtney Moon,Kourtney,29,26-35,Austin,Texas,30.2711286,-97.7436995,ISFP,Adventurer,3,1,Medically evacuated,0,0
314,Survivor: One World,24,Nina Acosta,Nina,51,46-55,Clovis,California,36.8252277,-119.7029194,ISTJ,Logistician,5,2,1st voted out,6,0
315,Survivor: One World,24,Matt Quinlan,Matt,33,26-35,San Francisco,California,37.7790262,-122.419906,ENTJ,Commander,8,3,2nd voted out,10,0
316,Survivor: One World,24,Bill Posley,Bill,28,26-35,Venice,California,33.988334949999995,-118.46152716615018,ENFP,Campaigner,11,4,3rd voted out,8,0
317,Survivor: One World,24,Monica Culpepper,Monica,41,36-45,Tampa,Florida,27.9477595,-82.458444,ESFJ,Consul,14,5,4th voted out,5,0
318,Survivor: One World,24,Colton Cumbie,Colton,21,16-25,Monroeville,Alabama,31.5279399,-87.3247077,ESFP,Entertainer,16,6,Medically evacuated,1,0
319,Survivor: One World,24,Jonas Otsuji,Jonas,37,36-45,Lehi,Utah,40.3880902,-111.8491619,ENTP,Debater,20,7,5th voted out,10,0
320,Survivor: One World,24,Michael Jefferson,Michael,30,26-35,Seattle,Washington,47.6038321,-122.3300624,ISTJ,Logistician,22,8,6th voted out,9,0
321,Survivor: One World,24,Jay Byars,Jay,25,16-25,Gaffney,South Carolina,35.0717945,-81.6498195,ISFP,Adventurer,25,9,7th voted out,5,1
322,Survivor: One World,24,Leif Manson,Leif,27,26-35,San Diego,California,32.7174202,-117.1627728,ISFP,Adventurer,27,10,8th voted out,5,0
323,Survivor: One World,24,Troy Robertson,Troyzan,50,46-55,Miami,Florida,25.7741728,-80.19362,ESFP,Entertainer,30,11,9th voted out,6,2
324,Survivor: One World,24,Kat Edorsson,Kat,22,16-25,Orlando,Florida,28.5421109,-81.3790304,ENFP,Campaigner,33,12,10th voted out,7,0
325,Survivor: One World,24,Greg Smith,Tarzan,64,56-65,Houston,Texas,29.7589382,-95.3676974,INTP,Logician,36,13,11th voted out,16,0
326,Survivor: One World,24,Alicia Rosa,Alicia,25,16-25,Chicago,Illinois,41.8755616,-87.6244212,ESTJ,Executive,37,14,12th voted out,5,1
327,Survivor: One World,24,Christina Cha,Christina,29,26-35,Hollywood,California,34.0980031,-118.329523,INFP,Mediator,38,15,13th voted out,9,0
328,Survivor: One World,24,Chelsea Meissner,Chelsea,26,26-35,Charleston,South Carolina,32.7876012,-79.9402728,ISFP,Adventurer,39,16,2nd runner-up,4,1
329,Survivor: One World,24,Sabrina Thompson,Sabrina,33,26-35,Brooklyn,New York,40.6501038,-73.9495823,ENFJ,Protagonist,39,17,Runner-up,2,0
